fact_check_id,post_id,claim_lang,ocr_lang,pair_lang
26243,14345,,,"(None, nan)"
26243,19880,,"[('ron', 0.9096677899360657), ('la', 0.0549563430249691), ('eng', 0.021300334483385086)]","(None, [('ron', 0.9096677899360657), ('la', 0.0549563430249691), ('eng', 0.021300334483385086)])"
26244,6024,,,"(None, nan)"
26249,25789,,,"(None, nan)"
26263,20601,,"[('por', 0.6587828993797302), ('spa', 0.20635008811950684), ('dan', 0.10118218511343002)]","(None, [('por', 0.6587828993797302), ('spa', 0.20635008811950684), ('dan', 0.10118218511343002)])"
26271,19292,,,"(None, nan)"
26272,23804,,,"(None, None)"
26502,3133,,"[('ara', 0.3447323441505432)]","(None, [('ara', 0.3447323441505432)])"
26503,20676,,,"(None, None)"
26505,7114,,,"(None, None)"
26505,7115,,,"(None, None)"
26507,11913,,"[('spa', 0.4178991913795471), ('ron', 0.29956209659576416), ('mi', 0.025044044479727745)]","(None, [('spa', 0.4178991913795471), ('ron', 0.29956209659576416), ('mi', 0.025044044479727745)])"
26507,25737,,,"(None, nan)"
26512,4600,,,"(None, nan)"
26512,4601,,,"(None, nan)"
26512,6039,,,"(None, nan)"
26512,21439,,,"(None, None)"
26514,484,,"[('por', 0.9909703135490417)]","(None, [('por', 0.9909703135490417)])"
26514,2422,,"[('por', 1.0)]","(None, [('por', 1.0)])"
26519,428,,"[('por', 0.6859787106513977), ('eng', 0.3140212893486023)]","(None, [('por', 0.6859787106513977), ('eng', 0.3140212893486023)])"
26519,6834,,"[('por', 0.5908237099647522), ('eng', 0.3277975022792816), ('spa', 0.08137881755828857)]","(None, [('por', 0.5908237099647522), ('eng', 0.3277975022792816), ('spa', 0.08137881755828857)])"
26519,8949,,"[('por', 0.7222745418548584), ('eng', 0.2777254283428192)]","(None, [('por', 0.7222745418548584), ('eng', 0.2777254283428192)])"
26520,27175,,"[('spa', 0.7570816278457642)]","(None, [('spa', 0.7570816278457642)])"
26547,1988,,"[('eng', 0.9315822124481201), ('la', 0.030802680179476738)]","(None, [('eng', 0.9315822124481201), ('la', 0.030802680179476738)])"
26552,941,,"[('eng', 0.7675638198852539), ('la', 0.1387609988451004), ('ita', 0.09367520362138748)]","(None, [('eng', 0.7675638198852539), ('la', 0.1387609988451004), ('ita', 0.09367520362138748)])"
26552,2372,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
26552,2373,,"[('eng', 0.8620900511741638)]","(None, [('eng', 0.8620900511741638)])"
26552,12002,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
26552,21052,,,"(None, None)"
26572,3446,,,"(None, None)"
26581,10930,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
26594,19446,,,"(None, nan)"
26596,23764,,,"(None, None)"
26597,6371,,,"(None, None)"
26597,15183,,,"(None, nan)"
26597,15184,,,"(None, nan)"
26614,4287,,,"(None, nan)"
26633,9263,,,"(None, None)"
26633,9264,,,"(None, None)"
26633,9341,,,"(None, None)"
26634,13106,,,"(None, None)"
26634,13107,,,"(None, None)"
26635,16173,,,"(None, nan)"
26636,9341,,,"(None, None)"
26638,25648,,,"(None, nan)"
26661,23798,,,"(None, None)"
26677,24555,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
26677,24653,,,"(None, nan)"
26677,24654,,,"(None, nan)"
26685,12470,,"[('hbs', 0.9418841004371643), ('ukr', 0.03552689030766487), ('spa', 0.015723487362265587)]","(None, [('hbs', 0.9418841004371643), ('ukr', 0.03552689030766487), ('spa', 0.015723487362265587)])"
26685,26941,,,"(None, None)"
26685,27413,,"[('por', 0.3829955458641052)]","(None, [('por', 0.3829955458641052)])"
26686,6050,,,"(None, nan)"
26686,19972,,,"(None, None)"
26688,538,,"[('slk', 0.7244819402694702), ('ukr', 0.03067598305642605), ('eng', 0.0297380443662405)]","(None, [('slk', 0.7244819402694702), ('ukr', 0.03067598305642605), ('eng', 0.0297380443662405)])"
26688,19829,,"[('slk', 0.9166814684867859), ('ukr', 0.03793797269463539)]","(None, [('slk', 0.9166814684867859), ('ukr', 0.03793797269463539)])"
26688,19830,,"[('slk', 0.9114279747009277), ('ukr', 0.037081245332956314), ('eng', 0.008340207859873772)]","(None, [('slk', 0.9114279747009277), ('ukr', 0.037081245332956314), ('eng', 0.008340207859873772)])"
26693,1007,,"[('por', 0.8282825350761414), ('eng', 0.082992322742939)]","(None, [('por', 0.8282825350761414), ('eng', 0.082992322742939)])"
26693,9450,,"[('por', 0.8253178000450134), ('eng', 0.08403081446886063)]","(None, [('por', 0.8253178000450134), ('eng', 0.08403081446886063)])"
26693,18828,,,"(None, nan)"
26693,19062,,,"(None, nan)"
26793,14730,,,"(None, nan)"
26797,281,,"[('spa', 0.9317768216133118), ('eng', 0.022533917799592018), ('ron', 0.020386982709169388)]","(None, [('spa', 0.9317768216133118), ('eng', 0.022533917799592018), ('ron', 0.020386982709169388)])"
26797,1898,,"[('spa', 0.9684893488883972)]","(None, [('spa', 0.9684893488883972)])"
26797,7635,,,"(None, None)"
26798,6693,,,"(None, None)"
26798,13308,,,"(None, None)"
26798,13895,,,"(None, None)"
26812,348,,"[('spa', 0.9295944571495056), ('eng', 0.03540223091840744), ('por', 0.018785538151860237), ('cat', 0.014365610666573048)]","(None, [('spa', 0.9295944571495056), ('eng', 0.03540223091840744), ('por', 0.018785538151860237), ('cat', 0.014365610666573048)])"
26833,24156,,,"(None, None)"
26897,8241,,,"(None, None)"
26917,7733,,,"(None, None)"
26917,14392,,,"(None, nan)"
26917,26827,,"[('por', 0.5816327929496765), ('eng', 0.17807333171367645), ('eo', 0.1471155881881714)]","(None, [('por', 0.5816327929496765), ('eng', 0.17807333171367645), ('eo', 0.1471155881881714)])"
26926,4213,,,"(None, nan)"
26926,8853,,,"(None, None)"
26948,7215,,"[('eng', 0.5715174674987793), ('ron', 0.1544467657804489)]","(None, [('eng', 0.5715174674987793), ('ron', 0.1544467657804489)])"
26948,20813,,"[('eng', 0.5715174674987793), ('ron', 0.1544467657804489)]","(None, [('eng', 0.5715174674987793), ('ron', 0.1544467657804489)])"
26948,20814,,"[('eng', 0.5715174674987793), ('ron', 0.1544467657804489)]","(None, [('eng', 0.5715174674987793), ('ron', 0.1544467657804489)])"
26955,1585,,"[('eng', 0.4723884165287018), ('por', 0.3532237708568573), ('eng', 0.0629350021481514), ('spa', 0.04553188756108284), ('lb', 0.042322419583797455)]","(None, [('eng', 0.4723884165287018), ('por', 0.3532237708568573), ('eng', 0.0629350021481514), ('spa', 0.04553188756108284), ('lb', 0.042322419583797455)])"
26955,9751,,"[('eng', 0.7832110524177551), ('eng', 0.11133548617362976), ('lb', 0.071550652384758)]","(None, [('eng', 0.7832110524177551), ('eng', 0.11133548617362976), ('lb', 0.071550652384758)])"
26959,3214,,,"(None, None)"
26959,20815,,,"(None, None)"
26959,20816,,,"(None, None)"
26959,21741,,,"(None, nan)"
26963,14786,,,"(None, nan)"
26988,19742,,,"(None, None)"
27024,17857,,,"(None, None)"
27024,17989,,,"(None, None)"
27053,10620,,,"(None, None)"
27053,10621,,,"(None, None)"
27053,10622,,,"(None, None)"
27056,6059,,,"(None, nan)"
27060,2202,,"[('por', 0.9717251658439636), ('ita', 0.02283448912203312)]","(None, [('por', 0.9717251658439636), ('ita', 0.02283448912203312)])"
27060,27819,,"[('deu', 0.5710154175758362), ('eng', 0.292733758687973), ('por', 0.10471643507480621)]","(None, [('deu', 0.5710154175758362), ('eng', 0.292733758687973), ('por', 0.10471643507480621)])"
27105,838,,"[('por', 0.9978679418563843)]","(None, [('por', 0.9978679418563843)])"
27105,6446,,,"(None, None)"
27105,8848,,"[('por', 0.9937031865119934)]","(None, [('por', 0.9937031865119934)])"
27105,18129,,"[('por', 0.9922546744346619)]","(None, [('por', 0.9922546744346619)])"
27106,6446,,,"(None, None)"
27106,18129,,"[('por', 0.9922546744346619)]","(None, [('por', 0.9922546744346619)])"
27114,14508,,,"(None, nan)"
27114,17317,,,"(None, nan)"
27114,20607,,"[('por', 0.7906434535980225), ('hbs', 0.11262980103492737), ('hbs', 0.09672676771879196)]","(None, [('por', 0.7906434535980225), ('hbs', 0.11262980103492737), ('hbs', 0.09672676771879196)])"
27117,15467,,,"(None, nan)"
27118,16164,,,"(None, nan)"
27118,27375,,"[('eng', 0.6591627597808838), ('spa', 0.1041121706366539), ('por', 0.07924012094736099), ('dan', 0.033456142991781235), ('eo', 0.017196999862790108)]","(None, [('eng', 0.6591627597808838), ('spa', 0.1041121706366539), ('por', 0.07924012094736099), ('dan', 0.033456142991781235), ('eo', 0.017196999862790108)])"
27119,5126,,,"(None, nan)"
27136,8066,,,"(None, None)"
27137,6068,,,"(None, nan)"
27138,5522,,,"(None, nan)"
27138,12977,,"[('spa', 0.9936882853507996), ('tur', 0.004396138247102499)]","(None, [('spa', 0.9936882853507996), ('tur', 0.004396138247102499)])"
27146,4633,,,"(None, nan)"
27146,6070,,,"(None, nan)"
27147,20942,,,"(None, None)"
27149,17180,,,"(None, nan)"
27149,21454,,"[('spa', 0.9985491037368774)]","(None, [('spa', 0.9985491037368774)])"
27151,1907,,"[('spa', 0.7423373460769653), ('eng', 0.24252115190029144)]","(None, [('spa', 0.7423373460769653), ('eng', 0.24252115190029144)])"
27173,6082,,,"(None, nan)"
27173,6083,,,"(None, nan)"
27179,493,,"[('spa', 0.8968690633773804), ('por', 0.05717647448182106)]","(None, [('spa', 0.8968690633773804), ('por', 0.05717647448182106)])"
27180,493,,"[('spa', 0.8968690633773804), ('por', 0.05717647448182106)]","(None, [('spa', 0.8968690633773804), ('por', 0.05717647448182106)])"
27180,494,,"[('spa', 0.8977941870689392), ('por', 0.05640638992190361)]","(None, [('spa', 0.8977941870689392), ('por', 0.05640638992190361)])"
27180,495,,"[('spa', 0.9046685099601746), ('por', 0.05746420845389366)]","(None, [('spa', 0.9046685099601746), ('por', 0.05746420845389366)])"
27181,494,,"[('spa', 0.8977941870689392), ('por', 0.05640638992190361)]","(None, [('spa', 0.8977941870689392), ('por', 0.05640638992190361)])"
27183,2819,,,"(None, None)"
27183,5278,,,"(None, nan)"
27183,14580,,,"(None, nan)"
27184,1104,,"[('eng', 0.983183741569519), ('spa', 0.014258741401135921)]","(None, [('eng', 0.983183741569519), ('spa', 0.014258741401135921)])"
27206,9794,,"[('spa', 0.6618012189865112), ('por', 0.142494797706604), ('eng', 0.11578170210123062), ('qu', 0.04616088792681694), ('msa', 0.03376138582825661)]","(None, [('spa', 0.6618012189865112), ('por', 0.142494797706604), ('eng', 0.11578170210123062), ('qu', 0.04616088792681694), ('msa', 0.03376138582825661)])"
27206,15598,,,"(None, nan)"
27206,25640,,,"(None, nan)"
27224,5232,,,"(None, nan)"
27224,12318,,,"(None, None)"
27224,20386,,,"(None, None)"
27226,24558,,,"(None, None)"
27226,24586,,,"(None, nan)"
27226,24650,,,"(None, nan)"
27231,2198,,"[('por', 0.9307346343994141), ('la', 0.041522860527038574), ('so', 0.021602444350719452)]","(None, [('por', 0.9307346343994141), ('la', 0.041522860527038574), ('so', 0.021602444350719452)])"
27231,4964,,,"(None, nan)"
27231,7289,,,"(None, None)"
27231,7906,,,"(None, None)"
27231,10896,,,"(None, None)"
27254,1091,,"[('zho', 0.7009744644165039), ('por', 0.2564394474029541)]","(None, [('zho', 0.7009744644165039), ('por', 0.2564394474029541)])"
27254,26153,,,"(None, nan)"
27267,5462,,,"(None, nan)"
27269,15178,,,"(None, nan)"
27269,21259,,,"(None, None)"
27272,27657,,"[('spa', 0.7334283590316772), ('eng', 0.13918143510818481), ('qu', 0.054191481322050095), ('msa', 0.03661711886525154)]","(None, [('spa', 0.7334283590316772), ('eng', 0.13918143510818481), ('qu', 0.054191481322050095), ('msa', 0.03661711886525154)])"
27279,18310,,"[('por', 0.887725293636322)]","(None, [('por', 0.887725293636322)])"
27280,18310,,"[('por', 0.887725293636322)]","(None, [('por', 0.887725293636322)])"
27312,26548,,,"(None, nan)"
27326,227,,"[('eng', 0.48121437430381775), ('ces', 0.2825755178928375), ('spa', 0.06540901958942413), ('nor', 0.03742966055870056), ('slk', 0.031026162207126617)]","(None, [('eng', 0.48121437430381775), ('ces', 0.2825755178928375), ('spa', 0.06540901958942413), ('nor', 0.03742966055870056), ('slk', 0.031026162207126617)])"
27326,228,,"[('eng', 0.47592347860336304), ('ces', 0.2865830063819885), ('spa', 0.06495557725429535), ('nor', 0.03787507861852646), ('slk', 0.03146229684352875)]","(None, [('eng', 0.47592347860336304), ('ces', 0.2865830063819885), ('spa', 0.06495557725429535), ('nor', 0.03787507861852646), ('slk', 0.03146229684352875)])"
27330,5902,,,"(None, nan)"
27330,6707,,"[('eng', 0.9329614639282227), ('la', 0.02262437716126442)]","(None, [('eng', 0.9329614639282227), ('la', 0.02262437716126442)])"
27330,18261,,,"(None, None)"
27330,18262,,"[('eng', 0.7884408235549927), ('spa', 0.10311146080493927), ('slk', 0.03528889641165733), ('la', 0.019661767408251762)]","(None, [('eng', 0.7884408235549927), ('spa', 0.10311146080493927), ('slk', 0.03528889641165733), ('la', 0.019661767408251762)])"
27333,1142,,"[('fin', 0.9108107686042786), ('eng', 0.08918923139572144)]","(None, [('fin', 0.9108107686042786), ('eng', 0.08918923139572144)])"
27333,15191,,,"(None, nan)"
27333,18470,,,"(None, nan)"
27333,18988,,,"(None, nan)"
27333,18989,,,"(None, nan)"
27340,4241,,,"(None, nan)"
27340,6122,,,"(None, nan)"
27340,6123,,,"(None, nan)"
27350,2973,,"[('eng', 0.9005515575408936), ('zho', 0.09944845736026764)]","(None, [('eng', 0.9005515575408936), ('zho', 0.09944845736026764)])"
27350,15518,,,"(None, nan)"
27350,18268,,,"(None, None)"
27350,20191,,"[('eng', 0.9005515575408936), ('zho', 0.09944845736026764)]","(None, [('eng', 0.9005515575408936), ('zho', 0.09944845736026764)])"
27350,20192,,"[('eng', 0.9005515575408936), ('zho', 0.09944845736026764)]","(None, [('eng', 0.9005515575408936), ('zho', 0.09944845736026764)])"
27350,25637,,,"(None, nan)"
27351,2747,,,"(None, None)"
27386,4748,,,"(None, nan)"
27397,6127,,,"(None, nan)"
27398,27707,,,"(None, None)"
27399,12999,,,"(None, None)"
27399,18330,,"[('spa', 0.8953202962875366), ('eng', 0.032156284898519516)]","(None, [('spa', 0.8953202962875366), ('eng', 0.032156284898519516)])"
27403,10054,,"[('eng', 0.5322057008743286)]","(None, [('eng', 0.5322057008743286)])"
27404,21993,,,"(None, nan)"
27406,489,,"[('spa', 0.6932965517044067), ('por', 0.2862796485424042)]","(None, [('spa', 0.6932965517044067), ('por', 0.2862796485424042)])"
27406,490,,"[('spa', 0.7014639973640442), ('por', 0.28455349802970886)]","(None, [('spa', 0.7014639973640442), ('por', 0.28455349802970886)])"
27406,491,,"[('spa', 0.690947413444519), ('por', 0.28110015392303467)]","(None, [('spa', 0.690947413444519), ('por', 0.28110015392303467)])"
27406,1218,,"[('spa', 0.6990640759468079), ('por', 0.2868083417415619)]","(None, [('spa', 0.6990640759468079), ('por', 0.2868083417415619)])"
27406,1236,,"[('spa', 0.6918941140174866), ('por', 0.2888917624950409)]","(None, [('spa', 0.6918941140174866), ('por', 0.2888917624950409)])"
27416,6074,,,"(None, nan)"
27417,5271,,,"(None, nan)"
27417,6152,,,"(None, None)"
27417,13899,,,"(None, None)"
27417,16309,,,"(None, nan)"
27417,16310,,,"(None, nan)"
27418,20707,,"[('eng', 0.5480619072914124), ('spa', 0.36040350794792175)]","(None, [('eng', 0.5480619072914124), ('spa', 0.36040350794792175)])"
27418,22105,,,"(None, nan)"
27418,27971,,"[('eng', 0.5498045682907104), ('spa', 0.361069917678833)]","(None, [('eng', 0.5498045682907104), ('spa', 0.361069917678833)])"
27419,18822,,,"(None, nan)"
27422,10639,,,"(None, None)"
27422,10644,,,"(None, None)"
27422,10645,,,"(None, None)"
27422,18329,,,"(None, None)"
27423,6156,,,"(None, None)"
27426,5294,,,"(None, nan)"
27426,9994,,"[('spa', 0.5772255063056946), ('eng', 0.27532637119293213), ('ga', 0.14744815230369568)]","(None, [('spa', 0.5772255063056946), ('eng', 0.27532637119293213), ('ga', 0.14744815230369568)])"
27426,10798,,,"(None, None)"
27426,13022,,"[('eng', 0.7545871734619141)]","(None, [('eng', 0.7545871734619141)])"
27426,27005,,"[('por', 1.0)]","(None, [('por', 1.0)])"
27428,9334,,,"(None, None)"
27430,15248,,,"(None, nan)"
27433,11945,,,"(None, None)"
27480,16644,,,"(None, nan)"
27517,3665,,,"(None, None)"
27529,20300,,,"(None, None)"
27529,27528,,,"(None, None)"
27531,14802,,,"(None, nan)"
27533,18963,,,"(None, nan)"
27535,18963,,,"(None, nan)"
27540,16773,,,"(None, nan)"
27540,16774,,,"(None, nan)"
27540,16775,,,"(None, nan)"
27590,298,,"[('ita', 1.0)]","(None, [('ita', 1.0)])"
27590,3859,,,"(None, None)"
27596,499,,"[('por', 0.9116567373275757), ('spa', 0.08834323287010193)]","(None, [('por', 0.9116567373275757), ('spa', 0.08834323287010193)])"
27606,6303,,,"(None, None)"
27618,11974,,"[('eng', 0.8623864650726318), ('la', 0.09014701843261719)]","(None, [('eng', 0.8623864650726318), ('la', 0.09014701843261719)])"
27625,14752,,,"(None, nan)"
27628,6204,,"[('ha', 0.5577763319015503), ('eng', 0.38081783056259155)]","(None, [('ha', 0.5577763319015503), ('eng', 0.38081783056259155)])"
27642,21657,,,"(None, nan)"
27653,6364,,"[('por', 1.0)]","(None, [('por', 1.0)])"
27653,22445,,,"(None, nan)"
27654,16788,,,"(None, nan)"
27668,4859,,,"(None, nan)"
27668,22441,,,"(None, nan)"
27673,18308,,"[('por', 0.7258339524269104), ('spa', 0.052842944860458374)]","(None, [('por', 0.7258339524269104), ('spa', 0.052842944860458374)])"
27687,6208,,,"(None, None)"
27687,16636,,,"(None, nan)"
27687,27864,,,"(None, None)"
27688,6652,,,"(None, None)"
27707,14639,,,"(None, nan)"
27740,2640,,"[('eng', 0.5111871361732483), ('fra', 0.35073649883270264), ('slk', 0.04927990958094597), ('sv', 0.04337563365697861), ('mt', 0.015783611685037613), ('sqi', 0.009533720090985298), ('cy', 0.00879422016441822), ('pol', 0.0053213476203382015), ('sl', 0.0026017024647444487)]","(None, [('eng', 0.5111871361732483), ('fra', 0.35073649883270264), ('slk', 0.04927990958094597), ('sv', 0.04337563365697861), ('mt', 0.015783611685037613), ('sqi', 0.009533720090985298), ('cy', 0.00879422016441822), ('pol', 0.0053213476203382015), ('sl', 0.0026017024647444487)])"
27740,4541,,,"(None, nan)"
27743,16822,,,"(None, nan)"
27743,16823,,,"(None, nan)"
27743,16824,,,"(None, nan)"
27768,1631,,"[('fra', 0.8968984484672546)]","(None, [('fra', 0.8968984484672546)])"
27768,17508,,,"(None, None)"
27769,22251,,,"(None, nan)"
27771,9646,,,"(None, None)"
27773,19928,,"[('fra', 0.6742044687271118), ('eng', 0.12769749760627747), ('lb', 0.10535194724798203), ('ron', 0.0927460715174675)]","(None, [('fra', 0.6742044687271118), ('eng', 0.12769749760627747), ('lb', 0.10535194724798203), ('ron', 0.0927460715174675)])"
27774,2814,,"[('eng', 0.5646626353263855), ('so', 0.08620039373636246)]","(None, [('eng', 0.5646626353263855), ('so', 0.08620039373636246)])"
27774,11704,,"[('eng', 0.5381447076797485), ('ku', 0.34190866351127625)]","(None, [('eng', 0.5381447076797485), ('ku', 0.34190866351127625)])"
27775,14599,,,"(None, nan)"
27787,14458,,,"(None, nan)"
27787,16260,,,"(None, nan)"
27813,1509,,"[('deu', 0.8671219944953918), ('eng', 0.06623632460832596), ('ht', 0.037336040288209915)]","(None, [('deu', 0.8671219944953918), ('eng', 0.06623632460832596), ('ht', 0.037336040288209915)])"
27813,27598,,"[('deu', 0.8715336322784424), ('eng', 0.06709431111812592), ('ht', 0.03761182725429535)]","(None, [('deu', 0.8715336322784424), ('eng', 0.06709431111812592), ('ht', 0.03761182725429535)])"
27869,19147,,,"(None, nan)"
27869,21169,,,"(None, None)"
27878,1549,,"[('deu', 0.8548716902732849), ('ron', 0.0485694482922554), ('eng', 0.047695472836494446), ('tk', 0.02723388746380806)]","(None, [('deu', 0.8548716902732849), ('ron', 0.0485694482922554), ('eng', 0.047695472836494446), ('tk', 0.02723388746380806)])"
27882,8373,,"[('deu', 0.4674985408782959), ('eng', 0.24819768965244293), ('ku', 0.03604499623179436), ('fra', 0.02225029468536377), ('zho', 0.0076024518348276615)]","(None, [('deu', 0.4674985408782959), ('eng', 0.24819768965244293), ('ku', 0.03604499623179436), ('fra', 0.02225029468536377), ('zho', 0.0076024518348276615)])"
27883,25755,,,"(None, nan)"
27883,27676,,"[('deu', 0.5817526578903198), ('eng', 0.21209228038787842)]","(None, [('deu', 0.5817526578903198), ('eng', 0.21209228038787842)])"
27887,10747,,"[('deu', 0.9696625471115112)]","(None, [('deu', 0.9696625471115112)])"
27918,4337,,,"(None, nan)"
27942,9464,,"[('eng', 0.16082186996936798), ('ht', 0.11334789544343948), ('hmn', 0.06540647149085999), ('eo', 0.044961459934711456), ('zho', 0.03209827095270157), ('fil', 0.02200348861515522), ('sw', 0.021214066073298454), ('deu', 0.019367799162864685), ('fra', 0.007934384047985077)]","(None, [('eng', 0.16082186996936798), ('ht', 0.11334789544343948), ('hmn', 0.06540647149085999), ('eo', 0.044961459934711456), ('zho', 0.03209827095270157), ('fil', 0.02200348861515522), ('sw', 0.021214066073298454), ('deu', 0.019367799162864685), ('fra', 0.007934384047985077)])"
27947,3421,,,"(None, None)"
27947,15413,,,"(None, nan)"
27955,769,,"[('spa', 0.8666737675666809), ('ita', 0.13332624733448029)]","(None, [('spa', 0.8666737675666809), ('ita', 0.13332624733448029)])"
27967,323,,"[('eng', 0.8544742465019226), ('hbs', 0.033392004668712616), ('spa', 0.02391323260962963), ('mi', 0.016764909029006958), ('fra', 0.005067809484899044)]","(None, [('eng', 0.8544742465019226), ('hbs', 0.033392004668712616), ('spa', 0.02391323260962963), ('mi', 0.016764909029006958), ('fra', 0.005067809484899044)])"
27970,10199,,,"(None, None)"
27970,10200,,"[('fin', 0.770232617855072), ('eng', 0.16840744018554688)]","(None, [('fin', 0.770232617855072), ('eng', 0.16840744018554688)])"
27977,13536,,"[('fra', 0.7893221974372864), ('eng', 0.18208999931812286)]","(None, [('fra', 0.7893221974372864), ('eng', 0.18208999931812286)])"
27978,1333,,"[('fra', 0.9814948439598083), ('cat', 0.018505172803997993)]","(None, [('fra', 0.9814948439598083), ('cat', 0.018505172803997993)])"
27979,6258,,"[('fra', 0.9385239481925964), ('eng', 0.031187115237116814)]","(None, [('fra', 0.9385239481925964), ('eng', 0.031187115237116814)])"
27991,11819,,"[('deu', 0.9986850023269653)]","(None, [('deu', 0.9986850023269653)])"
28004,6261,,,"(None, None)"
28011,6269,,,"(None, None)"
28012,507,,"[('eng', 0.9621447920799255), ('ny', 0.01890827901661396)]","(None, [('eng', 0.9621447920799255), ('ny', 0.01890827901661396)])"
28012,508,,"[('eng', 0.8972612619400024)]","(None, [('eng', 0.8972612619400024)])"
28012,509,,"[('eng', 0.9807173013687134)]","(None, [('eng', 0.9807173013687134)])"
28012,21615,,,"(None, nan)"
28027,6269,,,"(None, None)"
28029,4650,,,"(None, nan)"
28029,4651,,,"(None, nan)"
28029,26043,,,"(None, nan)"
28031,7358,,"[('eng', 0.32675546407699585), ('spa', 0.01687534712255001), ('af', 0.014749054796993732), ('la', 0.0126222288236022)]","(None, [('eng', 0.32675546407699585), ('spa', 0.01687534712255001), ('af', 0.014749054796993732), ('la', 0.0126222288236022)])"
28042,11293,,"[('eng', 0.937945544719696), ('la', 0.01576087437570095), ('ron', 0.014044192619621754), ('sv', 0.004094300325959921), ('ceb', 0.0040848758071660995), ('ces', 0.0034357148688286543), ('msa', 0.0031502225901931524)]","(None, [('eng', 0.937945544719696), ('la', 0.01576087437570095), ('ron', 0.014044192619621754), ('sv', 0.004094300325959921), ('ceb', 0.0040848758071660995), ('ces', 0.0034357148688286543), ('msa', 0.0031502225901931524)])"
28042,12179,,"[('eng', 0.9401247501373291)]","(None, [('eng', 0.9401247501373291)])"
28046,6534,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
28046,8652,,"[('eng', 0.9312489032745361), ('slk', 0.03568655997514725), ('nld', 0.03306454420089722)]","(None, [('eng', 0.9312489032745361), ('slk', 0.03568655997514725), ('nld', 0.03306454420089722)])"
28052,21258,,,"(None, None)"
28054,3761,,"[('eng', 0.9296327233314514)]","(None, [('eng', 0.9296327233314514)])"
28054,11374,,"[('eng', 0.9337345361709595)]","(None, [('eng', 0.9337345361709595)])"
28054,21566,,,"(None, nan)"
28056,6277,,,"(None, None)"
28056,12342,,,"(None, None)"
28056,19629,,,"(None, None)"
28057,21072,,,"(None, None)"
28058,5487,,,"(None, nan)"
28058,6568,,"[('eng', 0.9181507229804993)]","(None, [('eng', 0.9181507229804993)])"
28058,11611,,"[('eng', 0.8669746518135071), ('deu', 0.030292557552456856)]","(None, [('eng', 0.8669746518135071), ('deu', 0.030292557552456856)])"
28061,5340,,,"(None, nan)"
28061,6029,,,"(None, nan)"
28064,10613,,"[('eng', 0.9280712604522705)]","(None, [('eng', 0.9280712604522705)])"
28064,11833,,"[('eng', 0.9134958982467651), ('fra', 0.04747211933135986)]","(None, [('eng', 0.9134958982467651), ('fra', 0.04747211933135986)])"
28068,16967,,,"(None, nan)"
28068,16968,,,"(None, nan)"
28070,12177,,"[('eng', 0.9857305288314819)]","(None, [('eng', 0.9857305288314819)])"
28070,21189,,,"(None, None)"
28072,1817,,"[('eng', 0.9172775149345398), ('co', 0.032855648547410965)]","(None, [('eng', 0.9172775149345398), ('co', 0.032855648547410965)])"
28072,5156,,,"(None, nan)"
28073,11065,,,"(None, None)"
28073,19276,,,"(None, nan)"
28076,21381,,"[('eng', 0.8606762290000916), ('sl', 0.048331379890441895)]","(None, [('eng', 0.8606762290000916), ('sl', 0.048331379890441895)])"
28076,21612,,,"(None, nan)"
28077,19510,,"[('eng', 0.9262574911117554), ('la', 0.07374248653650284)]","(None, [('eng', 0.9262574911117554), ('la', 0.07374248653650284)])"
28078,11485,,"[('eng', 0.7244205474853516), ('is', 0.16924944519996643)]","(None, [('eng', 0.7244205474853516), ('is', 0.16924944519996643)])"
28082,5879,,,"(None, nan)"
28084,12599,,,"(None, None)"
28091,26081,,,"(None, nan)"
28091,26082,,,"(None, nan)"
28092,10612,,"[('eng', 0.7420415878295898), ('nso', 0.040955785661935806), ('lb', 0.0236478541046381), ('mi', 0.012782806530594826)]","(None, [('eng', 0.7420415878295898), ('nso', 0.040955785661935806), ('lb', 0.0236478541046381), ('mi', 0.012782806530594826)])"
28095,6274,,,"(None, None)"
28095,6275,,,"(None, None)"
28096,6275,,,"(None, None)"
28103,1524,,"[('eng', 0.9974032640457153)]","(None, [('eng', 0.9974032640457153)])"
28103,5509,,,"(None, nan)"
28104,19398,,,"(None, nan)"
28106,6276,,,"(None, None)"
28107,5458,,,"(None, nan)"
28108,540,,"[('eng', 0.9551242589950562)]","(None, [('eng', 0.9551242589950562)])"
28108,17539,,"[('eng', 0.9454341530799866)]","(None, [('eng', 0.9454341530799866)])"
28108,18637,,,"(None, nan)"
28111,511,,"[('eng', 0.9116474986076355), ('lv', 0.030897632241249084), ('sw', 0.028826434165239334), ('ceb', 0.02862844616174698)]","(None, [('eng', 0.9116474986076355), ('lv', 0.030897632241249084), ('sw', 0.028826434165239334), ('ceb', 0.02862844616174698)])"
28111,6273,,,"(None, None)"
28114,12221,,,"(None, None)"
28115,26734,,,"(None, None)"
28120,512,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
28120,7754,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
28121,3516,,"[('eng', 0.99343341588974)]","(None, [('eng', 0.99343341588974)])"
